,Real,Predicted
2017-04-30,238495.0,238089.38
2017-05-31,239678.0,239825.17
2017-06-30,240738.99999999997,241396.88
2017-07-31,243056.0,242651.5
2017-08-31,245060.0,243342.58
2017-09-30,247289.0,244027.83
2017-10-31,249227.0,244830.88
2017-11-30,250143.0,246114.27
2017-12-31,250886.0,247561.97
2018-01-31,250970.0,249198.47
2018-02-28,252998.0,250621.36
2018-03-31,255137.0,251863.67
2018-04-30,258480.99999999997,252843.03
2018-05-31,261023.0,253670.03
2018-06-30,262552.0,254694.23
2018-07-31,262987.0,256033.8
2018-08-31,262969.0,257903.97
2018-09-30,262725.0,259738.2
2018-10-31,261883.0,261395.28
2018-11-30,260871.99999999997,262387.56
2018-12-31,260804.00000000003,262759.2
2019-01-31,261806.0,262671.4
2019-02-28,262094.00000000003,262390.78
2019-03-31,262186.0,262052.5
2019-04-30,261603.0,261747.03
2019-05-31,260892.00000000003,261661.88
2019-06-30,260676.0,261857.73
2019-07-31,260778.0,262073.2
2019-08-31,261140.0,261983.81
2019-09-30,261586.0,261762.81
2019-10-31,262559.0,261476.66
2019-11-30,263869.0,261357.89
2019-12-31,264457.0,261520.73
2020-01-31,264356.0,261892.27
2020-02-29,264264.0,262407.44
