,Real,Predicted
2017-06-30,325848.0,324644.75
2017-07-31,326990.0,325206.47
2017-08-31,327373.0,325764.03
2017-09-30,327817.0,326308.8
2017-10-31,328761.99999999994,326859.9
2017-11-30,330383.0,327395.84
2017-12-31,332387.0,327895.16
2018-01-31,334180.0,328331.4
2018-02-28,335699.99999999994,328744.75
2018-03-31,336536.0,329180.4
2018-04-30,337279.0,329624.16
2018-05-31,337495.0,330046.75
2018-06-30,338477.0,330419.62
2018-07-31,340133.0,330762.88
2018-08-31,342144.99999999994,331099.38
2018-09-30,344514.0,331458.62
2018-10-31,345476.0,331841.94
2018-11-30,346976.0,332229.72
2018-12-31,347104.0,332601.03
2019-01-31,348193.00000000006,332939.47
2019-02-28,349302.0,333253.0
2019-03-31,351658.0,333550.28
2019-04-30,352779.0,333857.22
2019-05-31,353900.99999999994,334175.4
2019-06-30,354351.0,334518.53
2019-07-31,355452.0,334859.4
2019-08-31,356683.0,335177.88
2019-09-30,357867.0,335464.44
2019-10-31,359985.0,335711.75
2019-11-30,361420.0,335962.1
2019-12-31,363716.99999999994,336202.8
2020-01-31,365693.99999999994,336472.94
2020-02-29,368196.0,336748.4
