,Real,Predicted
2017-04-30,62590.0,57903.684
2017-05-31,62939.0,58026.1
2017-06-30,63462.99999999999,58138.94
2017-07-31,64315.99999999999,58256.36
2017-08-31,64883.00000000001,58362.73
2017-09-30,65120.00000000001,58453.145
2017-10-31,65284.0,58528.105
2017-11-30,66036.0,58611.7
2017-12-31,67017.0,58699.293
2018-01-31,67901.0,58787.26
2018-02-28,68196.0,58864.5
2018-03-31,68182.0,58941.492
2018-04-30,68449.0,59027.516
2018-05-31,68835.0,59122.7
2018-06-30,69550.0,59202.348
2018-07-31,70066.0,59259.07
2018-08-31,70467.0,59297.363
2018-09-30,70712.0,59339.324
2018-10-31,70810.0,59395.652
2018-11-30,71672.0,59454.438
2018-12-31,72600.0,59513.64
2019-01-31,73423.0,59565.227
2019-02-28,73853.0,59618.34
2019-03-31,74612.0,59676.29
2019-04-30,75016.0,59744.992
2019-05-31,75236.0,59828.375
2019-06-30,75069.0,59900.48
2019-07-31,75339.0,59955.367
2019-08-31,75807.0,59994.6
2019-09-30,76493.0,60029.65
2019-10-31,77345.0,60053.137
2019-11-30,77379.0,60076.758
2019-12-31,77376.0,60104.418
2020-01-31,77484.0,60144.64
2020-02-29,78275.0,60185.094
