,Real,Predicted
2017-03-31,395680.00000000006,390338.75
2017-04-30,397533.0,392262.44
2017-05-31,399756.0,393824.66
2017-06-30,401945.0,395398.38
2017-07-31,403763.0,397003.06
2017-08-31,404830.0,398735.62
2017-09-30,405185.0,400292.84
2017-10-31,406882.0,401438.3
2017-11-30,409085.0,402151.8
2017-12-31,411761.0,402840.75
2018-01-31,414161.0,404303.12
2018-02-28,417425.99999999994,406062.62
2018-03-31,421368.00000000006,408012.6
2018-04-30,424825.99999999994,410015.16
2018-05-31,427062.00000000006,412462.88
2018-06-30,428692.0,414983.9
2018-07-31,430600.99999999994,416981.66
2018-08-31,432795.0,418334.28
2018-09-30,436401.99999999994,419479.6
2018-10-31,436921.0,420851.8
2018-11-30,438382.99999999994,422389.8
2018-12-31,438352.0,424008.7
2019-01-31,441034.00000000006,424453.5
2019-02-28,442517.0,425168.47
2019-03-31,443875.0,425663.44
2019-04-30,444559.0,427015.1
2019-05-31,445069.99999999994,427833.97
2019-06-30,445645.0,428485.4
2019-07-31,446808.0,428852.78
2019-08-31,447707.0,429191.44
2019-09-30,448033.0,429628.66
2019-10-31,449841.99999999994,430216.72
2019-11-30,450618.0,430688.2
2019-12-31,451915.00000000006,431113.75
2020-01-31,451293.0,431956.62
2020-02-29,451239.0,432400.0
