,Real,Predicted
2017-04-30,72120.0,72189.266
2017-05-31,73128.0,72342.84
2017-06-30,74571.0,72542.6
2017-07-31,75592.0,72788.42
2017-08-31,76612.0,73010.914
2017-09-30,76455.0,73231.945
2017-10-31,76301.0,73585.31
2017-11-30,75851.0,74046.71
2017-12-31,76832.0,74454.336
2018-01-31,77312.0,74699.516
2018-02-28,77631.0,74822.664
2018-03-31,78105.0,74797.37
2018-04-30,79194.0,74817.484
2018-05-31,80503.0,74908.945
2018-06-30,81839.0,75152.91
2018-07-31,82858.0,75335.64
2018-08-31,83564.0,75546.414
2018-09-30,84892.0,75830.36
2018-10-31,85899.0,76181.74
2018-11-30,87703.0,76520.37
2018-12-31,88240.0,76815.09
2019-01-31,89280.0,77061.26
2019-02-28,90700.0,77298.46
2019-03-31,91477.0,77570.42
2019-04-30,91681.0,77811.18
2019-05-31,90667.0,78052.85
2019-06-30,89700.0,78205.086
2019-07-31,89473.0,78379.805
2019-08-31,89197.0,78515.75
2019-09-30,88925.0,78544.23
2019-10-31,88889.0,78480.11
2019-11-30,88579.0,78343.02
2019-12-31,88475.0,78243.28
2020-01-31,88137.0,78200.555
2020-02-29,87601.0,78157.72
