,Real,Predicted
2017-04-30,326498.0,309742.03
2017-05-31,328577.0,309948.53
2017-06-30,329767.0,310619.16
2017-07-31,330217.0,311636.84
2017-08-31,329945.0,312837.28
2017-09-30,330101.99999999994,314043.25
2017-10-31,330595.0,315010.44
2017-11-30,332416.0,315643.72
2017-12-31,334269.0,315965.03
2018-01-31,336337.0,316124.8
2018-02-28,337710.0,316300.03
2018-03-31,339150.0,316722.5
2018-04-30,340756.0,317382.0
2018-05-31,342913.0,318275.6
2018-06-30,345328.0,319136.88
2018-07-31,347833.0,319956.84
2018-08-31,350327.0,320683.56
2018-09-30,352518.0,321479.4
2018-10-31,354854.0,322367.6
2018-11-30,357045.0,323353.22
2018-12-31,359398.00000000006,324349.06
2019-01-31,361130.0,325309.9
2019-02-28,363096.0,326209.4
2019-03-31,364895.0,327037.84
2019-04-30,367125.0,327841.38
2019-05-31,368998.0,328588.8
2019-06-30,370843.0,329293.47
2019-07-31,372736.0,329913.53
2019-08-31,374857.0,330547.34
2019-09-30,376905.0,331163.34
2019-10-31,378333.0,331792.34
2019-11-30,379000.0,332361.78
2019-12-31,379054.99999999994,332914.22
2020-01-31,379066.0,333445.7
2020-02-29,378841.99999999994,333933.94
