Region_ID,Bedrooms,Date,Median_Rent
10,3,2010-03,1300.0
10,3,2010-04,1297.5
10,3,2010-05,1500.0
10,3,2010-06,1500.0
10,3,2010-07,1310.0
10,3,2010-08,1350.0
2,4,2010-08,1800.0
10,2,2010-09,1072.5
4,3,2010-09,1177.5
10,3,2010-09,1292.5
2,4,2010-09,1750.0
10,2,2010-10,995.0
4,3,2010-10,1100.0
10,3,2010-10,1185.0
2,4,2010-10,1600.0
10,2,2010-11,995.0
4,3,2010-11,1050.0
10,3,2010-11,1150.0
2,4,2010-11,1550.0
10,2,2010-12,950.0
4,3,2010-12,1150.0
9,3,2010-12,1275.0
10,3,2010-12,1295.0
2,4,2010-12,1500.0
4,1,2011-01,655.0
4,2,2011-01,850.0
10,2,2011-01,995.0
4,3,2011-01,1035.0
9,3,2011-01,1395.0
10,3,2011-01,1285.0
51,3,2011-01,1200.0
113,3,2011-01,1597.5
2,4,2011-01,1592.5
16,4,2011-01,1262.5
4,1,2011-02,597.0
10,1,2011-02,895.0
4,2,2011-02,810.0
10,2,2011-02,995.0
50,2,2011-02,750.0
4,3,2011-02,1095.0
9,3,2011-02,1250.0
10,3,2011-02,1300.0
16,3,2011-02,1195.0
51,3,2011-02,1195.0
78,3,2011-02,1495.0
106,3,2011-02,1050.0
113,3,2011-02,1550.0
157,3,2011-02,1175.0
187,3,2011-02,1300.0
217,3,2011-02,1447.0
225,3,2011-02,1050.0
262,3,2011-02,1172.5
2,4,2011-02,1500.0
16,4,2011-02,1350.0
64,4,2011-02,1825.0
135,4,2011-02,1595.0
143,4,2011-02,2100.0
4,1,2011-03,595.0
10,1,2011-03,865.0
4,2,2011-03,810.0
10,2,2011-03,1015.0
50,2,2011-03,786.0
77,2,2011-03,1126.0
4,3,2011-03,1095.0
9,3,2011-03,1275.0
10,3,2011-03,1300.0
16,3,2011-03,1195.0
21,3,2011-03,1287.5
51,3,2011-03,1195.0
78,3,2011-03,1459.0
106,3,2011-03,1095.0
113,3,2011-03,1375.0
157,3,2011-03,1300.0
187,3,2011-03,1350.0
217,3,2011-03,1400.0
225,3,2011-03,1095.0
251,3,2011-03,1300.0
262,3,2011-03,1197.5
835,3,2011-03,1050.0
2,4,2011-03,1550.0
4,4,2011-03,1395.0
16,4,2011-03,1350.0
64,4,2011-03,1795.0
135,4,2011-03,1595.0
143,4,2011-03,2000.0
4,1,2011-04,595.0
10,1,2011-04,844.5
4,2,2011-04,800.0
10,2,2011-04,1075.0
50,2,2011-04,750.0
77,2,2011-04,995.0
4,3,2011-04,1100.0
9,3,2011-04,1400.0
10,3,2011-04,1350.0
16,3,2011-04,1195.0
21,3,2011-04,1300.0
51,3,2011-04,1200.0
78,3,2011-04,1485.0
106,3,2011-04,1100.0
113,3,2011-04,1300.0
157,3,2011-04,1300.0
187,3,2011-04,1380.0
217,3,2011-04,1462.5
225,3,2011-04,1050.0
251,3,2011-04,1400.0
262,3,2011-04,1225.0
835,3,2011-04,1050.0
2,4,2011-04,1500.0
4,4,2011-04,1400.0
16,4,2011-04,1372.5
21,4,2011-04,1425.0
64,4,2011-04,1800.0
135,4,2011-04,1650.0
143,4,2011-04,1995.0
4,1,2011-05,595.0
10,1,2011-05,945.0
75,1,2011-05,799.0
4,2,2011-05,845.0
10,2,2011-05,1095.0
50,2,2011-05,730.0
77,2,2011-05,1062.5
4,3,2011-05,1097.5
9,3,2011-05,1395.0
10,3,2011-05,1450.0
16,3,2011-05,1200.0
21,3,2011-05,1200.0
51,3,2011-05,1200.0
78,3,2011-05,1512.5
106,3,2011-05,1095.0
113,3,2011-05,1469.5
157,3,2011-05,1325.0
187,3,2011-05,1395.0
217,3,2011-05,1595.0
225,3,2011-05,1000.0
251,3,2011-05,1372.5
262,3,2011-05,1195.0
299,3,2011-05,1250.0
733,3,2011-05,1250.0
835,3,2011-05,1050.0
2,4,2011-05,1500.0
4,4,2011-05,1425.0
16,4,2011-05,1300.0
21,4,2011-05,1495.0
64,4,2011-05,1850.0
135,4,2011-05,1600.0
143,4,2011-05,1997.5
4,1,2011-06,600.0
10,1,2011-06,925.0
16,1,2011-06,650.0
75,1,2011-06,815.5
4,2,2011-06,845.0
10,2,2011-06,1025.0
50,2,2011-06,750.0
77,2,2011-06,1055.0
325,2,2011-06,1007.0
4,3,2011-06,1100.0
9,3,2011-06,1350.0
10,3,2011-06,1450.0
16,3,2011-06,1200.0
21,3,2011-06,1200.0
51,3,2011-06,1200.0
78,3,2011-06,1495.0
106,3,2011-06,1195.0
113,3,2011-06,1495.0
157,3,2011-06,1195.0
187,3,2011-06,1400.0
217,3,2011-06,1550.0
225,3,2011-06,1075.0
251,3,2011-06,1400.0
262,3,2011-06,1195.0
299,3,2011-06,1225.0
733,3,2011-06,1272.5
835,3,2011-06,1050.0
2,4,2011-06,1500.0
4,4,2011-06,1445.0
16,4,2011-06,1325.0
21,4,2011-06,1450.0
64,4,2011-06,1895.0
135,4,2011-06,1595.0
143,4,2011-06,1972.5
4,1,2011-07,640.0
9,1,2011-07,965.0
10,1,2011-07,860.0
16,1,2011-07,705.0
75,1,2011-07,796.5
4,2,2011-07,838.5
10,2,2011-07,1063.5
50,2,2011-07,767.5
77,2,2011-07,1085.0
167,2,2011-07,550.0
325,2,2011-07,945.0
4,3,2011-07,1150.0
9,3,2011-07,1255.0
10,3,2011-07,1395.0
16,3,2011-07,1195.0
21,3,2011-07,1195.0
51,3,2011-07,1185.0
78,3,2011-07,1495.0
106,3,2011-07,1114.5
113,3,2011-07,1497.0
157,3,2011-07,1172.5
174,3,2011-07,775.0
187,3,2011-07,1395.0
203,3,2011-07,1150.0
217,3,2011-07,1529.0
225,3,2011-07,1050.0
251,3,2011-07,1400.0
262,3,2011-07,1195.0
299,3,2011-07,1125.0
329,3,2011-07,1425.0
396,3,2011-07,1395.0
616,3,2011-07,1400.0
733,3,2011-07,1295.0
835,3,2011-07,1045.0
2,4,2011-07,1500.0
4,4,2011-07,1450.0
16,4,2011-07,1400.0
21,4,2011-07,1450.0
64,4,2011-07,1850.0
132,4,2011-07,2100.0
135,4,2011-07,1650.0
143,4,2011-07,1950.0
4,1,2011-08,650.0
9,1,2011-08,879.0
10,1,2011-08,830.0
16,1,2011-08,661.0
75,1,2011-08,755.0
176,1,2011-08,749.0
4,2,2011-08,850.0
10,2,2011-08,1025.0
50,2,2011-08,750.0
77,2,2011-08,1082.0
167,2,2011-08,550.0
193,2,2011-08,875.0
325,2,2011-08,959.0
4,3,2011-08,1125.0
9,3,2011-08,1250.0
10,3,2011-08,1300.0
16,3,2011-08,1195.0
21,3,2011-08,1150.0
51,3,2011-08,1100.0
78,3,2011-08,1473.0
106,3,2011-08,1095.0
107,3,2011-08,1100.0
113,3,2011-08,1444.0
157,3,2011-08,1250.0
174,3,2011-08,750.0
187,3,2011-08,1395.0
202,3,2011-08,1150.0
203,3,2011-08,1151.5
217,3,2011-08,1595.0
225,3,2011-08,1050.0
251,3,2011-08,1400.0
262,3,2011-08,1200.0
299,3,2011-08,1125.0
306,3,2011-08,965.0
329,3,2011-08,1306.0
396,3,2011-08,1450.0
616,3,2011-08,1325.0
733,3,2011-08,1250.0
835,3,2011-08,1050.0
2,4,2011-08,1500.0
4,4,2011-08,1400.0
16,4,2011-08,1395.0
21,4,2011-08,1492.5
64,4,2011-08,1900.0
132,4,2011-08,1770.0
135,4,2011-08,1640.0
143,4,2011-08,1950.0
4,1,2011-09,650.0
9,1,2011-09,880.0
10,1,2011-09,845.0
16,1,2011-09,650.0
50,1,2011-09,532.0
75,1,2011-09,794.0
176,1,2011-09,749.0
4,2,2011-09,830.0
9,2,2011-09,1199.5
10,2,2011-09,1024.0
16,2,2011-09,796.0
50,2,2011-09,749.5
77,2,2011-09,997.0
167,2,2011-09,550.0
193,2,2011-09,877.0
325,2,2011-09,952.0
4,3,2011-09,1100.0
9,3,2011-09,1251.0
10,3,2011-09,1295.0
16,3,2011-09,1150.0
21,3,2011-09,1150.0
51,3,2011-09,1099.0
78,3,2011-09,1475.0
106,3,2011-09,1050.0
107,3,2011-09,1150.0
113,3,2011-09,1400.0
157,3,2011-09,1200.0
174,3,2011-09,750.0
187,3,2011-09,1400.0
202,3,2011-09,1175.0
203,3,2011-09,1250.0
217,3,2011-09,1550.0
225,3,2011-09,1095.0
251,3,2011-09,1347.5
262,3,2011-09,1175.0
299,3,2011-09,1095.0
306,3,2011-09,1047.5
329,3,2011-09,1300.0
396,3,2011-09,1450.0
598,3,2011-09,1150.0
616,3,2011-09,1350.0
733,3,2011-09,1275.0
835,3,2011-09,1037.5
2,4,2011-09,1450.0
4,4,2011-09,1400.0
16,4,2011-09,1395.0
21,4,2011-09,1397.5
64,4,2011-09,1850.0
132,4,2011-09,1675.0
135,4,2011-09,1650.0
143,4,2011-09,1895.0
4,1,2011-10,639.0
9,1,2011-10,828.0
10,1,2011-10,875.0
16,1,2011-10,649.5
50,1,2011-10,550.0
75,1,2011-10,770.0
176,1,2011-10,782.0
225,1,2011-10,627.0
263,1,2011-10,701.0
4,2,2011-10,825.0
9,2,2011-10,1197.0
10,2,2011-10,1050.0
16,2,2011-10,789.0
50,2,2011-10,759.5
77,2,2011-10,998.0
167,2,2011-10,550.0
193,2,2011-10,890.0
241,2,2011-10,914.0
325,2,2011-10,952.0
4,3,2011-10,1095.0
9,3,2011-10,1200.0
10,3,2011-10,1285.0
16,3,2011-10,1150.0
21,3,2011-10,1175.0
51,3,2011-10,1100.0
78,3,2011-10,1395.0
106,3,2011-10,1092.5
107,3,2011-10,1150.0
113,3,2011-10,1395.0
157,3,2011-10,1100.0
174,3,2011-10,750.0
187,3,2011-10,1375.0
202,3,2011-10,1195.0
203,3,2011-10,1225.0
217,3,2011-10,1550.0
225,3,2011-10,1068.0
251,3,2011-10,1347.5
262,3,2011-10,1175.0
299,3,2011-10,995.0
306,3,2011-10,1175.0
329,3,2011-10,1254.0
396,3,2011-10,1395.0
598,3,2011-10,1128.0
616,3,2011-10,1350.0
728,3,2011-10,1490.0
733,3,2011-10,1262.5
805,3,2011-10,1295.0
835,3,2011-10,1025.0
2,4,2011-10,1462.5
4,4,2011-10,1395.0
16,4,2011-10,1395.0
21,4,2011-10,1400.0
64,4,2011-10,1850.0
132,4,2011-10,1750.0
135,4,2011-10,1600.0
143,4,2011-10,2000.0
4,1,2011-11,670.0
9,1,2011-11,795.0
10,1,2011-11,920.0
16,1,2011-11,617.0
50,1,2011-11,539.0
75,1,2011-11,775.0
176,1,2011-11,795.0
225,1,2011-11,634.5
263,1,2011-11,699.0
4,2,2011-11,850.0
9,2,2011-11,1195.0
10,2,2011-11,1130.0
16,2,2011-11,785.0
50,2,2011-11,739.5
77,2,2011-11,1010.0
167,2,2011-11,550.0
193,2,2011-11,970.0
241,2,2011-11,885.0
325,2,2011-11,950.0
4,3,2011-11,1100.0
9,3,2011-11,1200.0
10,3,2011-11,1300.0
16,3,2011-11,1135.0
21,3,2011-11,1150.0
51,3,2011-11,1081.0
78,3,2011-11,1350.0
106,3,2011-11,1050.0
107,3,2011-11,1200.0
113,3,2011-11,1295.0
157,3,2011-11,1170.0
174,3,2011-11,710.0
182,3,2011-11,1400.0
187,3,2011-11,1395.0
202,3,2011-11,1279.0
203,3,2011-11,1200.0
217,3,2011-11,1500.0
225,3,2011-11,1050.0
251,3,2011-11,1350.0
262,3,2011-11,1175.0
299,3,2011-11,1050.0
306,3,2011-11,1200.0
329,3,2011-11,1259.0
396,3,2011-11,1338.0
526,3,2011-11,1250.0
598,3,2011-11,1106.0
616,3,2011-11,1295.0
728,3,2011-11,1551.5
733,3,2011-11,1250.0
805,3,2011-11,1200.0
835,3,2011-11,1000.0
2,4,2011-11,1450.0
4,4,2011-11,1400.0
16,4,2011-11,1450.0
21,4,2011-11,1395.0
64,4,2011-11,1850.0
132,4,2011-11,2050.0
135,4,2011-11,1650.0
141,4,2011-11,1500.0
143,4,2011-11,1800.0
179,4,2011-11,1325.0
4,1,2011-12,675.0
9,1,2011-12,900.0
10,1,2011-12,895.0
16,1,2011-12,619.0
50,1,2011-12,525.0
75,1,2011-12,800.0
176,1,2011-12,794.5
225,1,2011-12,666.0
263,1,2011-12,714.5
4,2,2011-12,860.0
9,2,2011-12,1370.0
10,2,2011-12,1135.0
16,2,2011-12,789.0
50,2,2011-12,709.0
77,2,2011-12,1052.0
167,2,2011-12,550.0
180,2,2011-12,995.0
193,2,2011-12,969.0
241,2,2011-12,885.0
302,2,2011-12,900.0
325,2,2011-12,959.0
4,3,2011-12,1100.0
9,3,2011-12,1343.0
10,3,2011-12,1350.0
16,3,2011-12,1150.0
21,3,2011-12,1112.5
51,3,2011-12,1088.0
78,3,2011-12,1366.0
106,3,2011-12,1050.0
107,3,2011-12,1200.0
113,3,2011-12,1275.0
157,3,2011-12,1200.0
174,3,2011-12,720.0
182,3,2011-12,1437.5
187,3,2011-12,1395.0
202,3,2011-12,1295.0
203,3,2011-12,1151.5
217,3,2011-12,1495.0
225,3,2011-12,1025.0
251,3,2011-12,1350.0
262,3,2011-12,1175.0
299,3,2011-12,1003.0
306,3,2011-12,1250.0
329,3,2011-12,1259.0
396,3,2011-12,1375.0
526,3,2011-12,1275.0
598,3,2011-12,1162.5
616,3,2011-12,1295.0
728,3,2011-12,1555.0
733,3,2011-12,1250.0
805,3,2011-12,1195.0
835,3,2011-12,1050.0
2,4,2011-12,1450.0
4,4,2011-12,1397.5
16,4,2011-12,1450.0
21,4,2011-12,1400.0
64,4,2011-12,1900.0
132,4,2011-12,1900.0
135,4,2011-12,1625.0
141,4,2011-12,1500.0
143,4,2011-12,1995.0
179,4,2011-12,1295.0
4,1,2012-01,685.0
9,1,2012-01,870.0
10,1,2012-01,915.0
16,1,2012-01,650.0
50,1,2012-01,539.0
75,1,2012-01,810.0
176,1,2012-01,775.0
225,1,2012-01,665.0
263,1,2012-01,716.0
4,2,2012-01,880.0
9,2,2012-01,1234.0
10,2,2012-01,1125.0
16,2,2012-01,799.0
21,2,2012-01,795.0
50,2,2012-01,719.0
77,2,2012-01,1050.0
167,2,2012-01,555.0
180,2,2012-01,972.0
193,2,2012-01,969.0
241,2,2012-01,911.0
302,2,2012-01,899.0
325,2,2012-01,927.0
4,3,2012-01,1140.0
9,3,2012-01,1250.0
10,3,2012-01,1395.0
16,3,2012-01,1169.0
21,3,2012-01,1200.0
51,3,2012-01,1095.0
78,3,2012-01,1350.0
106,3,2012-01,1050.0
107,3,2012-01,1195.0
113,3,2012-01,1294.0
157,3,2012-01,1200.0
174,3,2012-01,750.0
182,3,2012-01,1400.0
187,3,2012-01,1395.0
202,3,2012-01,1250.0
203,3,2012-01,1220.0
217,3,2012-01,1507.5
225,3,2012-01,1050.0
251,3,2012-01,1250.0
262,3,2012-01,1175.0
299,3,2012-01,1085.0
306,3,2012-01,1282.5
329,3,2012-01,1245.0
396,3,2012-01,1395.0
526,3,2012-01,1300.0
546,3,2012-01,1595.0
598,3,2012-01,1137.5
616,3,2012-01,1325.0
728,3,2012-01,1555.0
733,3,2012-01,1295.0
805,3,2012-01,1195.0
835,3,2012-01,1055.0
2,4,2012-01,1462.5
4,4,2012-01,1375.0
16,4,2012-01,1395.0
21,4,2012-01,1495.0
46,4,2012-01,1497.5
64,4,2012-01,1900.0
132,4,2012-01,1800.0
135,4,2012-01,1650.0
141,4,2012-01,1500.0
143,4,2012-01,2000.0
179,4,2012-01,1400.0
205,4,2012-01,1850.0
4,1,2012-02,715.0
9,1,2012-02,865.0
10,1,2012-02,935.0
16,1,2012-02,699.0
50,1,2012-02,565.0
75,1,2012-02,795.0
176,1,2012-02,765.0
225,1,2012-02,680.0
263,1,2012-02,716.0
4,2,2012-02,927.0
9,2,2012-02,1101.0
10,2,2012-02,1155.0
16,2,2012-02,838.0
21,2,2012-02,795.0
50,2,2012-02,729.0
77,2,2012-02,1047.0
167,2,2012-02,550.0
180,2,2012-02,1021.0
193,2,2012-02,965.0
241,2,2012-02,929.0
302,2,2012-02,921.0
325,2,2012-02,945.0
4,3,2012-02,1150.0
9,3,2012-02,1200.0
10,3,2012-02,1410.0
16,3,2012-02,1175.0
21,3,2012-02,1150.0
51,3,2012-02,1095.0
78,3,2012-02,1395.0
86,3,2012-02,972.5
106,3,2012-02,1050.0
107,3,2012-02,1100.0
113,3,2012-02,1295.0
157,3,2012-02,1175.0
174,3,2012-02,712.5
182,3,2012-02,1357.5
187,3,2012-02,1355.0
202,3,2012-02,1300.0
203,3,2012-02,1228.0
217,3,2012-02,1527.0
225,3,2012-02,1095.0
251,3,2012-02,1200.0
262,3,2012-02,1175.0
299,3,2012-02,1195.0
306,3,2012-02,1250.0
329,3,2012-02,1250.0
396,3,2012-02,1343.0
526,3,2012-02,1250.0
546,3,2012-02,1597.5
598,3,2012-02,1182.5
616,3,2012-02,1325.0
728,3,2012-02,1600.0
733,3,2012-02,1300.0
805,3,2012-02,1245.0
835,3,2012-02,1050.0
2,4,2012-02,1485.0
4,4,2012-02,1400.0
16,4,2012-02,1395.0
21,4,2012-02,1500.0
46,4,2012-02,1425.0
64,4,2012-02,1800.0
132,4,2012-02,1812.5
135,4,2012-02,1697.0
141,4,2012-02,1500.0
143,4,2012-02,1995.0
179,4,2012-02,1598.0
205,4,2012-02,1772.5
4,1,2012-03,732.5
9,1,2012-03,945.0
10,1,2012-03,945.0
16,1,2012-03,699.0
50,1,2012-03,578.0
75,1,2012-03,804.0
176,1,2012-03,765.0
225,1,2012-03,682.0
263,1,2012-03,730.0
4,2,2012-03,931.0
9,2,2012-03,1242.0
10,2,2012-03,1163.5
16,2,2012-03,846.0
21,2,2012-03,885.0
50,2,2012-03,734.0
77,2,2012-03,1051.5
84,2,2012-03,647.0
167,2,2012-03,550.0
180,2,2012-03,1009.0
193,2,2012-03,959.0
241,2,2012-03,925.0
302,2,2012-03,930.0
325,2,2012-03,959.0
4,3,2012-03,1157.0
9,3,2012-03,1300.0
10,3,2012-03,1470.5
16,3,2012-03,1195.0
21,3,2012-03,1200.0
51,3,2012-03,1050.0
78,3,2012-03,1395.0
86,3,2012-03,895.0
106,3,2012-03,1095.0
107,3,2012-03,1100.0
113,3,2012-03,1300.0
157,3,2012-03,1170.0
174,3,2012-03,745.0
182,3,2012-03,1350.0
187,3,2012-03,1400.0
202,3,2012-03,1347.5
203,3,2012-03,1273.0
217,3,2012-03,1527.0
225,3,2012-03,1100.0
251,3,2012-03,1400.0
262,3,2012-03,1175.0
299,3,2012-03,1200.0
306,3,2012-03,1297.5
329,3,2012-03,1259.0
396,3,2012-03,1397.5
526,3,2012-03,1250.0
546,3,2012-03,1600.0
598,3,2012-03,1160.0
616,3,2012-03,1300.0
728,3,2012-03,1600.0
733,3,2012-03,1300.0
805,3,2012-03,1275.0
835,3,2012-03,1012.5
2,4,2012-03,1500.0
4,4,2012-03,1495.0
16,4,2012-03,1462.5
21,4,2012-03,1500.0
46,4,2012-03,1400.0
64,4,2012-03,1872.5
132,4,2012-03,1775.0
135,4,2012-03,1600.0
141,4,2012-03,1750.0
143,4,2012-03,2147.5
179,4,2012-03,1600.0
205,4,2012-03,1772.5
4,1,2012-04,695.0
9,1,2012-04,875.0
10,1,2012-04,935.0
16,1,2012-04,665.0
50,1,2012-04,575.0
75,1,2012-04,815.0
176,1,2012-04,765.0
225,1,2012-04,645.0
263,1,2012-04,699.0
4,2,2012-04,880.0
9,2,2012-04,1100.0
10,2,2012-04,1139.0
16,2,2012-04,838.0
21,2,2012-04,800.0
50,2,2012-04,734.5
77,2,2012-04,1075.5
84,2,2012-04,665.5
167,2,2012-04,550.0
180,2,2012-04,1032.0
193,2,2012-04,899.5
241,2,2012-04,942.5
302,2,2012-04,890.0
325,2,2012-04,1075.0
4,3,2012-04,1100.0
9,3,2012-04,1200.0
10,3,2012-04,1400.0
16,3,2012-04,1195.0
21,3,2012-04,1200.0
51,3,2012-04,1050.0
78,3,2012-04,1390.0
86,3,2012-04,1000.0
106,3,2012-04,1095.0
107,3,2012-04,1150.0
113,3,2012-04,1350.0
157,3,2012-04,1130.0
174,3,2012-04,750.0
182,3,2012-04,1500.0
187,3,2012-04,1395.0
202,3,2012-04,1287.0
203,3,2012-04,1141.5
217,3,2012-04,1529.0
225,3,2012-04,1068.0
251,3,2012-04,1410.0
262,3,2012-04,1150.0
299,3,2012-04,1195.0
306,3,2012-04,1250.0
329,3,2012-04,1295.0
396,3,2012-04,1428.0
526,3,2012-04,1285.0
546,3,2012-04,1660.0
598,3,2012-04,1150.0
616,3,2012-04,1300.0
728,3,2012-04,1476.0
733,3,2012-04,1337.5
805,3,2012-04,1250.0
835,3,2012-04,995.0
2,4,2012-04,1400.0
4,4,2012-04,1475.0
16,4,2012-04,1400.0
21,4,2012-04,1495.0
46,4,2012-04,1400.0
64,4,2012-04,1800.0
132,4,2012-04,1800.0
135,4,2012-04,1725.0
141,4,2012-04,1650.0
143,4,2012-04,1950.0
179,4,2012-04,1600.0
205,4,2012-04,1712.5
4,1,2012-05,685.0
9,1,2012-05,989.0
10,1,2012-05,950.0
16,1,2012-05,671.0
50,1,2012-05,599.5
75,1,2012-05,788.0
176,1,2012-05,745.0
187,1,2012-05,825.0
225,1,2012-05,670.0
263,1,2012-05,730.0
4,2,2012-05,860.0
9,2,2012-05,1275.0
10,2,2012-05,1129.0
16,2,2012-05,838.0
21,2,2012-05,776.5
50,2,2012-05,729.0
77,2,2012-05,1011.5
84,2,2012-05,695.0
167,2,2012-05,550.0
180,2,2012-05,1030.0
193,2,2012-05,949.0
241,2,2012-05,949.0
302,2,2012-05,917.5
325,2,2012-05,964.5
4,3,2012-05,1099.0
9,3,2012-05,1200.0
10,3,2012-05,1395.0
16,3,2012-05,1175.0
21,3,2012-05,1195.0
51,3,2012-05,1095.0
78,3,2012-05,1368.0
86,3,2012-05,995.0
106,3,2012-05,1100.0
107,3,2012-05,1200.0
113,3,2012-05,1400.0
157,3,2012-05,1242.0
174,3,2012-05,795.0
182,3,2012-05,1450.0
187,3,2012-05,1450.0
202,3,2012-05,1300.0
203,3,2012-05,1259.5
217,3,2012-05,1600.0
225,3,2012-05,1075.0
251,3,2012-05,1388.0
262,3,2012-05,1199.0
299,3,2012-05,1195.0
306,3,2012-05,1300.0
329,3,2012-05,1250.0
396,3,2012-05,1400.0
526,3,2012-05,1300.0
546,3,2012-05,1633.5
598,3,2012-05,1150.0
616,3,2012-05,1295.0
728,3,2012-05,1524.0
733,3,2012-05,1300.0
805,3,2012-05,1412.5
835,3,2012-05,1050.0
2,4,2012-05,1400.0
4,4,2012-05,1500.0
16,4,2012-05,1395.0
21,4,2012-05,1450.0
46,4,2012-05,1395.0
64,4,2012-05,1890.0
87,4,2012-05,1650.0
132,4,2012-05,1887.5
135,4,2012-05,1700.0
141,4,2012-05,1650.0
143,4,2012-05,1995.0
179,4,2012-05,1560.0
205,4,2012-05,1785.0
4,1,2012-06,680.0
9,1,2012-06,1014.0
10,1,2012-06,930.5
16,1,2012-06,700.0
50,1,2012-06,585.0
75,1,2012-06,790.5
176,1,2012-06,749.0
187,1,2012-06,890.0
225,1,2012-06,690.0
263,1,2012-06,725.0
4,2,2012-06,875.0
9,2,2012-06,1350.0
10,2,2012-06,1095.5
16,2,2012-06,838.0
21,2,2012-06,815.0
50,2,2012-06,734.5
77,2,2012-06,1050.0
84,2,2012-06,697.0
167,2,2012-06,550.0
180,2,2012-06,1062.5
193,2,2012-06,935.0
241,2,2012-06,998.0
302,2,2012-06,920.0
325,2,2012-06,965.0
4,3,2012-06,1150.0
9,3,2012-06,1265.0
10,3,2012-06,1400.0
16,3,2012-06,1193.5
21,3,2012-06,1195.0
51,3,2012-06,1150.0
78,3,2012-06,1389.0
86,3,2012-06,1000.0
106,3,2012-06,1147.5
107,3,2012-06,1250.0
113,3,2012-06,1350.0
157,3,2012-06,1200.0
174,3,2012-06,775.0
182,3,2012-06,1450.0
187,3,2012-06,1450.0
202,3,2012-06,1350.0
203,3,2012-06,1250.0
217,3,2012-06,1600.0
225,3,2012-06,1102.5
251,3,2012-06,1408.0
262,3,2012-06,1195.0
299,3,2012-06,1185.0
306,3,2012-06,1325.0
329,3,2012-06,1249.0
396,3,2012-06,1364.0
526,3,2012-06,1300.0
546,3,2012-06,1608.5
598,3,2012-06,1195.0
616,3,2012-06,1347.5
728,3,2012-06,1571.5
733,3,2012-06,1312.5
805,3,2012-06,1412.5
835,3,2012-06,1145.0
2,4,2012-06,1400.0
4,4,2012-06,1500.0
16,4,2012-06,1400.0
21,4,2012-06,1395.0
46,4,2012-06,1495.0
64,4,2012-06,1875.0
87,4,2012-06,1750.0
132,4,2012-06,2000.0
135,4,2012-06,1695.0
141,4,2012-06,1625.0
143,4,2012-06,1900.0
179,4,2012-06,1540.0
205,4,2012-06,1850.0
4,1,2012-07,679.5
9,1,2012-07,975.0
10,1,2012-07,895.0
16,1,2012-07,699.0
50,1,2012-07,565.0
75,1,2012-07,823.5
176,1,2012-07,765.0
187,1,2012-07,889.0
225,1,2012-07,692.5
263,1,2012-07,725.0
4,2,2012-07,889.0
9,2,2012-07,1345.0
10,2,2012-07,1075.0
16,2,2012-07,829.0
21,2,2012-07,755.0
50,2,2012-07,749.5
77,2,2012-07,1070.0
84,2,2012-07,688.5
167,2,2012-07,550.0
180,2,2012-07,1090.0
193,2,2012-07,937.0
241,2,2012-07,989.0
302,2,2012-07,900.0
325,2,2012-07,1035.0
4,3,2012-07,1150.0
9,3,2012-07,1249.0
10,3,2012-07,1397.0
16,3,2012-07,1195.0
21,3,2012-07,1175.0
51,3,2012-07,1100.0
78,3,2012-07,1395.0
86,3,2012-07,995.0
106,3,2012-07,1100.0
107,3,2012-07,1250.0
113,3,2012-07,1427.0
157,3,2012-07,1195.0
174,3,2012-07,775.0
182,3,2012-07,1450.0
187,3,2012-07,1410.0
202,3,2012-07,1300.0
203,3,2012-07,1153.0
217,3,2012-07,1595.0
225,3,2012-07,1100.0
251,3,2012-07,1452.0
262,3,2012-07,1200.0
299,3,2012-07,1200.0
306,3,2012-07,1345.0
329,3,2012-07,1295.0
396,3,2012-07,1437.0
526,3,2012-07,1250.0
546,3,2012-07,1500.0
598,3,2012-07,1197.5
616,3,2012-07,1425.0
728,3,2012-07,1630.0
733,3,2012-07,1350.0
805,3,2012-07,1300.0
835,3,2012-07,1095.0
2,4,2012-07,1475.0
4,4,2012-07,1495.0
16,4,2012-07,1425.0
21,4,2012-07,1395.0
46,4,2012-07,1497.5
64,4,2012-07,1800.0
87,4,2012-07,1600.0
132,4,2012-07,2000.0
135,4,2012-07,1700.0
141,4,2012-07,1600.0
143,4,2012-07,1825.0
179,4,2012-07,1500.0
205,4,2012-07,1870.0
4,1,2012-08,730.0
9,1,2012-08,965.0
10,1,2012-08,871.0
16,1,2012-08,723.0
50,1,2012-08,568.0
75,1,2012-08,810.0
176,1,2012-08,810.0
187,1,2012-08,889.0
225,1,2012-08,682.0
263,1,2012-08,700.0
4,2,2012-08,900.0
9,2,2012-08,1300.0
10,2,2012-08,1100.0
16,2,2012-08,860.0
21,2,2012-08,750.0
50,2,2012-08,750.0
77,2,2012-08,1062.0
84,2,2012-08,696.0
167,2,2012-08,550.0
180,2,2012-08,1120.0
193,2,2012-08,1006.0
241,2,2012-08,954.0
302,2,2012-08,910.0
325,2,2012-08,1010.0
4,3,2012-08,1147.0
9,3,2012-08,1195.0
10,3,2012-08,1350.0
16,3,2012-08,1195.0
21,3,2012-08,1150.0
51,3,2012-08,1100.0
78,3,2012-08,1400.0
86,3,2012-08,900.0
106,3,2012-08,1112.5
107,3,2012-08,1195.0
113,3,2012-08,1450.0
157,3,2012-08,1200.0
174,3,2012-08,775.0
182,3,2012-08,1445.0
187,3,2012-08,1450.0
202,3,2012-08,1382.5
203,3,2012-08,1252.5
