,Real,Predicted
2017-03-31,325149.0,329502.2
2017-04-30,323725.0,327654.34
2017-05-31,324102.0,326154.12
2017-06-30,324412.0,325366.47
2017-07-31,325009.0,324708.1
2017-08-31,324452.0,325054.9
2017-09-30,323030.0,325338.66
2017-10-31,323461.0,325391.84
2017-11-30,325313.0,324733.0
2017-12-31,327610.0,324223.5
2018-01-31,329225.0,325172.72
2018-02-28,330800.0,326906.53
2018-03-31,332638.0,328616.03
2018-04-30,335368.0,329920.84
2018-05-31,337628.00000000006,331265.03
2018-06-30,340128.0,332811.78
2018-07-31,341876.0,334564.84
2018-08-31,343478.0,336017.3
2018-09-30,344209.0,337343.66
2018-10-31,344231.0,338266.62
2018-11-30,344789.0,338946.34
2018-12-31,345680.0,339226.4
2019-01-31,346350.0,339346.84
2019-02-28,347076.0,339686.53
2019-03-31,347356.0,340102.88
2019-04-30,348017.0,340429.78
2019-05-31,347731.0,340724.66
2019-06-30,347113.0,340889.25
2019-07-31,347104.0,341043.28
2019-08-31,347921.0,340873.4
2019-09-30,349448.0,340701.0
2019-10-31,350765.0,340853.53
2019-11-30,351378.0,341344.25
2019-12-31,351769.0,341988.94
2020-01-31,352644.0,342463.53
2020-02-29,353534.0,342711.56
