,Real,Predicted
2017-06-30,105288.0,102783.78
2017-07-31,106640.0,103796.89
2017-08-31,107756.0,104792.76
2017-09-30,108093.0,105734.16
2017-10-31,108400.0,106636.695
2017-11-30,108824.0,107438.945
2017-12-31,110093.0,108170.59
2018-01-31,111688.0,108814.07
2018-02-28,113662.0,109406.64
2018-03-31,115603.0,109971.15
2018-04-30,117255.0,110520.2
2018-05-31,118321.0,111065.086
2018-06-30,119430.0,111570.484
2018-07-31,120586.0,112034.87
2018-08-31,121314.0,112462.2
2018-09-30,122510.0,112869.836
2018-10-31,121983.0,113321.664
2018-11-30,121634.0,113816.484
2018-12-31,120769.0,114344.125
2019-01-31,121825.0,114837.97
2019-02-28,123232.0,115277.56
2019-03-31,124713.0,115638.21
2019-04-30,125438.99999999999,115923.28
2019-05-31,126060.0,116148.49
2019-06-30,126448.0,116347.67
2019-07-31,127201.0,116515.55
2019-08-31,128243.0,116646.67
2019-09-30,129296.0,116763.26
2019-10-31,131491.0,116836.31
2019-11-30,133499.0,116966.49
2019-12-31,135324.0,117152.82
2020-01-31,135456.0,117433.945
2020-02-29,135102.0,117707.64
