,Real,Predicted
2017-04-30,47379.0,47101.71
2017-05-31,46571.0,47496.363
2017-06-30,46154.0,47735.23
2017-07-31,46280.0,47816.797
2017-08-31,46948.0,47680.08
2017-09-30,47360.0,47448.84
2017-10-31,48023.0,47161.367
2017-11-30,47773.0,47062.74
2017-12-31,47956.0,47167.98
2018-01-31,47620.0,47403.44
2018-02-28,47949.0,47645.688
2018-03-31,47860.0,47789.16
2018-04-30,48283.0,47870.312
2018-05-31,48436.0,47847.82
2018-06-30,48372.0,47883.37
2018-07-31,48038.0,47905.785
2018-08-31,47881.0,47996.24
2018-09-30,48053.0,48034.44
2018-10-31,47946.0,48085.062
2018-11-30,47866.0,48057.57
2018-12-31,47494.0,47990.688
2019-01-31,47218.0,47914.76
2019-02-28,46628.0,47871.734
2019-03-31,46331.0,47819.246
2019-04-30,46288.0,47685.27
2019-05-31,46568.0,47510.79
2019-06-30,46867.0,47299.887
2019-07-31,47158.0,47130.97
2019-08-31,47232.0,47016.0
2019-09-30,47154.0,47039.395
2019-10-31,47065.0,47149.047
2019-11-30,47207.0,47288.355
2019-12-31,47455.0,47389.766
2020-01-31,47868.0,47448.887
2020-02-29,48396.0,47474.117
