,Real,Predicted
2017-03-31,119490.0,122091.42
2017-04-30,119904.0,122662.75
2017-05-31,120674.0,122958.86
2017-06-30,121225.0,123258.85
2017-07-31,121618.0,123696.62
2017-08-31,121954.0,124231.82
2017-09-30,122527.00000000001,124613.48
2017-10-31,123198.99999999999,124921.375
2017-11-30,123866.0,125262.04
2017-12-31,124553.0,125728.58
2018-01-31,125269.0,126231.93
2018-02-28,125769.00000000001,126730.14
2018-03-31,126073.00000000001,127219.51
2018-04-30,126485.0,127654.5
2018-05-31,127443.0,127957.66
2018-06-30,128444.0,128231.04
2018-07-31,129304.99999999999,128656.96
2018-08-31,130125.0,129295.836
2018-09-30,130990.00000000001,129906.13
2018-10-31,131958.0,130441.4
2018-11-30,132684.0,130961.51
2018-12-31,133776.0,131490.86
2019-01-31,134826.0,132022.27
2019-02-28,136410.0,132510.62
2019-03-31,137433.0,133130.7
2019-04-30,138085.0,133771.28
2019-05-31,138302.0,134468.81
2019-06-30,138738.0,134896.75
2019-07-31,139385.0,135149.39
2019-08-31,140043.0,135300.92
2019-09-30,140703.0,135546.48
2019-10-31,141259.0,135853.64
2019-11-30,142048.0,136154.97
2019-12-31,142366.0,136446.94
2020-01-31,142724.0,136715.42
2020-02-29,142883.0,136991.44
