,Real,Predicted
2017-06-30,143446.0,141639.19
2017-07-31,144331.0,142592.38
2017-08-31,145144.0,143441.45
2017-09-30,144994.0,144159.95
2017-10-31,145216.0,144775.45
2017-11-30,146063.0,145281.52
2017-12-31,148098.0,145701.72
2018-01-31,150422.0,146032.5
2018-02-28,152594.0,146301.6
2018-03-31,154829.0,146592.34
2018-04-30,156753.0,146902.95
2018-05-31,158400.0,147242.14
2018-06-30,160376.0,147560.39
2018-07-31,162514.0,147876.39
2018-08-31,164578.0,148202.48
2018-09-30,166884.0,148543.48
2018-10-31,167863.0,148939.69
2018-11-30,169827.0,149368.55
2018-12-31,171030.0,149804.28
2019-01-31,173307.0,150202.92
2019-02-28,174764.0,150560.55
2019-03-31,176157.0,150883.98
2019-04-30,177289.0,151174.0
2019-05-31,178200.0,151440.9
2019-06-30,178871.0,151692.69
2019-07-31,179664.0,151921.1
2019-08-31,180267.0,152123.1
2019-09-30,181211.0,152300.66
2019-10-31,182850.0,152449.88
2019-11-30,183271.0,152600.67
2019-12-31,183421.0,152731.58
2020-01-31,182480.0,152856.47
2020-02-29,182494.0,152951.92
