,Real,Predicted
2017-03-31,113097.0,111134.38
2017-04-30,113086.0,111170.734
2017-05-31,113029.0,111225.45
2017-06-30,113342.99999999999,111234.0
2017-07-31,113671.0,111234.99
2017-08-31,114287.00000000001,111284.93
2017-09-30,114555.0,111500.32
2017-10-31,114455.0,111751.836
2017-11-30,114582.0,112035.34
2017-12-31,114603.0,112128.55
2018-01-31,115145.99999999999,112112.2
2018-02-28,115716.99999999999,112189.88
2018-03-31,116734.0,112314.664
2018-04-30,117769.0,112659.375
2018-05-31,118905.00000000001,113076.67
2018-06-30,119921.00000000001,113646.88
2018-07-31,121039.00000000001,114210.914
2018-08-31,122365.00000000001,114772.984
2018-09-30,123379.0,115293.09
2018-10-31,124198.0,115839.32
2018-11-30,124564.0,116382.24
2018-12-31,125135.00000000001,116779.77
2019-01-31,125361.00000000001,117066.914
2019-02-28,125796.99999999999,117235.02
2019-03-31,126359.0,117426.23
2019-04-30,127505.0,117545.21
2019-05-31,128564.0,117744.28
2019-06-30,129460.0,118025.56
2019-07-31,129972.0,118434.266
2019-08-31,130346.00000000001,118784.58
2019-09-30,131103.0,119050.11
2019-10-31,132167.0,119215.13
2019-11-30,133406.0,119381.33
2019-12-31,134408.0,119656.445
2020-01-31,135386.0,119998.33
2020-02-29,136127.0,120346.695
