,Real,Predicted
2017-04-30,315219.0,305922.2
2017-05-31,315136.0,306520.28
2017-06-30,314568.0,307295.3
2017-07-31,314602.0,308128.03
2017-08-31,315359.0,308868.97
2017-09-30,316362.0,309307.16
2017-10-31,317710.0,309429.7
2017-11-30,318872.0,309455.8
2017-12-31,320168.0,309586.66
2018-01-31,320090.0,309967.34
2018-02-28,319607.0,310501.5
2018-03-31,319089.0,311043.0
2018-04-30,320332.0,311515.53
2018-05-31,321616.0,311839.94
2018-06-30,323093.0,312027.3
2018-07-31,324037.0,312047.9
2018-08-31,325067.0,312160.53
2018-09-30,325852.0,312485.6
2018-10-31,325960.0,313067.2
2018-11-30,326388.0,313603.03
2018-12-31,326320.0,314069.84
2019-01-31,327837.0,314406.38
2019-02-28,328708.0,314692.94
2019-03-31,330383.00000000006,314901.72
2019-04-30,330350.0,315079.2
2019-05-31,331003.0,315332.1
2019-06-30,331229.0,315633.22
2019-07-31,331870.0,316067.97
2019-08-31,332293.0,316394.22
2019-09-30,332731.0,316686.0
2019-10-31,333466.0,316803.6
2019-11-30,333994.0,316989.06
2019-12-31,334721.0,317148.62
2020-01-31,334730.0,317348.38
2020-02-29,335211.0,317526.44
