,Real,Predicted
2017-06-30,401945.0,400424.62
2017-07-31,403763.0,401784.16
2017-08-31,404830.0,403058.1
2017-09-30,405185.0,404176.38
2017-10-31,406882.0,405234.38
2017-11-30,409085.0,406218.97
2017-12-31,411761.0,407145.5
2018-01-31,414161.0,407949.06
2018-02-28,417425.99999999994,408675.12
2018-03-31,421368.00000000006,409372.38
2018-04-30,424825.99999999994,410043.7
2018-05-31,427062.00000000006,410701.06
2018-06-30,428692.0,411331.12
2018-07-31,430600.99999999994,411945.3
2018-08-31,432795.0,412572.56
2018-09-30,436401.99999999994,413260.94
2018-10-31,436921.0,414049.56
2018-11-30,438382.99999999994,414862.84
2018-12-31,438352.0,415669.28
2019-01-31,441034.00000000006,416440.5
2019-02-28,442517.0,417181.56
2019-03-31,443875.0,417843.44
2019-04-30,444559.0,418390.94
2019-05-31,445069.99999999994,418847.66
2019-06-30,445645.0,419269.62
2019-07-31,446808.0,419681.22
2019-08-31,447707.0,420064.06
2019-09-30,448033.0,420400.8
2019-10-31,449841.99999999994,420628.2
2019-11-30,450618.0,420874.94
2019-12-31,451915.00000000006,421101.5
2020-01-31,451293.0,421368.34
2020-02-29,451239.0,421563.78
