,Real,Predicted
2017-03-31,118276.0,105681.07
2017-04-30,118079.0,105681.26
2017-05-31,117894.0,105668.93
2017-06-30,118687.0,105657.35
2017-07-31,120321.99999999999,105707.02
2017-08-31,122064.00000000001,105810.01
2017-09-30,122985.0,105920.375
2017-10-31,123534.0,105978.914
2017-11-30,123878.0,106013.86
2017-12-31,124952.0,106035.77
2018-01-31,126105.0,106104.22
2018-02-28,126746.0,106177.72
2018-03-31,127455.0,106218.58
2018-04-30,127687.0,106263.734
2018-05-31,128206.0,106278.51
2018-06-30,128482.0,106311.53
2018-07-31,128146.0,106329.08
2018-08-31,128009.0,106307.72
2018-09-30,127735.0,106299.01
2018-10-31,127903.0,106281.56
2018-11-30,128601.0,106292.26
2018-12-31,128888.00000000001,106336.64
2019-01-31,129285.0,106354.88
2019-02-28,129402.0,106380.09
2019-03-31,129934.00000000001,106387.51
2019-04-30,130928.99999999999,106421.234
2019-05-31,131370.0,106484.17
2019-06-30,131841.0,106512.01
2019-07-31,132320.0,106541.67
2019-08-31,132569.0,106571.805
2019-09-30,133194.0,106587.44
2019-10-31,133599.0,106626.59
2019-11-30,133697.0,106651.914
2019-12-31,133814.0,106658.04
2020-01-31,133811.0,106665.336
2020-02-29,134118.0,106665.15
