,Real,Predicted
2017-04-30,315219.0,309405.56
2017-05-31,315136.0,310449.53
2017-06-30,314568.0,311834.47
2017-07-31,314602.0,313349.16
2017-08-31,315359.0,314708.44
2017-09-30,316362.0,315512.44
2017-10-31,317710.0,315737.6
2017-11-30,318872.0,315804.53
2017-12-31,320168.0,316097.28
2018-01-31,320090.0,316887.97
2018-02-28,319607.0,318002.8
2018-03-31,319089.0,319145.6
2018-04-30,320332.0,320137.34
2018-05-31,321616.0,320799.5
2018-06-30,323093.0,321179.38
2018-07-31,324037.0,321254.47
2018-08-31,325067.0,321575.88
2018-09-30,325852.0,322379.78
2018-10-31,325960.0,323749.4
2018-11-30,326388.0,325041.34
2018-12-31,326320.0,326181.53
2019-01-31,327837.0,327020.53
2019-02-28,328708.0,327729.12
2019-03-31,330383.00000000006,328274.12
2019-04-30,330350.0,328786.0
2019-05-31,331003.0,329529.78
2019-06-30,331229.0,330412.97
2019-07-31,331870.0,331612.03
2019-08-31,332293.0,332525.4
2019-09-30,332731.0,333338.6
2019-10-31,333466.0,333717.47
2019-11-30,333994.0,334278.03
2019-12-31,334721.0,334785.62
2020-01-31,334730.0,335410.06
2020-02-29,335211.0,335991.97
