,Real,Predicted
2017-04-30,321197.0,305887.03
2017-05-31,323806.0,306842.7
2017-06-30,325962.0,307784.3
2017-07-31,327367.0,308624.72
2017-08-31,327914.0,309495.25
2017-09-30,328345.0,310477.12
2017-10-31,329842.0,311431.0
2017-11-30,331446.0,312235.0
2017-12-31,332701.0,312813.78
2018-01-31,333778.0,313195.1
2018-02-28,335545.0,313487.62
2018-03-31,337359.0,313862.38
2018-04-30,338249.0,314379.78
2018-05-31,337952.0,314870.06
2018-06-30,337938.0,315304.72
2018-07-31,337947.0,315734.62
2018-08-31,338889.0,316179.66
2018-09-30,340104.0,316491.34
2018-10-31,340142.0,316596.3
2018-11-30,339994.0,316589.53
2018-12-31,339350.0,316662.03
2019-01-31,340253.0,316800.44
2019-02-28,340930.0,317022.72
2019-03-31,341227.0,317172.53
2019-04-30,341164.0,317161.88
2019-05-31,341326.0,317147.88
2019-06-30,341387.0,317178.12
2019-07-31,342077.0,317364.6
2019-08-31,342217.0,317478.53
2019-09-30,342252.0,317526.0
2019-10-31,342601.0,317549.94
2019-11-30,343097.0,317610.44
2019-12-31,343978.0,317685.38
2020-01-31,343843.0,317798.44
2020-02-29,343588.0,317851.12
