,Real,Predicted
2017-03-31,203804.0,196342.58
2017-04-30,204834.0,197490.83
2017-05-31,205851.0,198547.03
2017-06-30,206540.00000000003,199509.36
2017-07-31,207460.0,200246.34
2017-08-31,208498.99999999997,200909.66
2017-09-30,209697.99999999997,201464.62
2017-10-31,210657.0,202145.98
2017-11-30,211286.0,202886.3
2017-12-31,212062.0,203621.7
2018-01-31,213152.0,204186.6
2018-02-28,213959.0,204642.55
2018-03-31,214880.0,205196.61
2018-04-30,215650.0,205826.7
2018-05-31,216825.0,206343.42
2018-06-30,217796.0,206887.97
2018-07-31,218606.0,207420.77
2018-08-31,218779.99999999997,208063.2
2018-09-30,218670.99999999997,208568.16
2018-10-31,218990.0,208898.89
2018-11-30,219685.0,208959.16
2018-12-31,220595.99999999997,208989.81
2019-01-31,221010.0,209244.27
2019-02-28,221753.0,209650.55
2019-03-31,222517.0,210069.19
2019-04-30,223505.0,210349.52
2019-05-31,224279.0,210754.12
2019-06-30,225031.0,211183.97
2019-07-31,225755.00000000003,211655.44
2019-08-31,226842.99999999997,212041.94
2019-09-30,228011.0,212421.69
2019-10-31,228849.0,212833.98
2019-11-30,229424.00000000003,213359.58
2019-12-31,229646.0,213854.11
2020-01-31,229987.00000000003,214195.38
2020-02-29,230140.0,214411.56
