,Real,Predicted
2017-06-30,131458.0,125121.5
2017-07-31,132020.0,125443.61
2017-08-31,133613.0,125836.125
2017-09-30,132903.0,126345.44
2017-10-31,130901.0,126868.84
2017-11-30,128794.0,127342.76
2017-12-31,128053.99999999999,127702.62
2018-01-31,127328.0,127946.734
2018-02-28,125933.0,128063.38
2018-03-31,125965.0,128030.51
2018-04-30,127179.0,127894.72
2018-05-31,129078.0,127708.914
2018-06-30,130049.0,127551.13
2018-07-31,130522.0,127434.73
2018-08-31,131293.0,127362.01
2018-09-30,133945.0,127317.0
2018-10-31,135927.0,127363.39
2018-11-30,136296.0,127530.945
2018-12-31,133902.0,127797.984
2019-01-31,131691.0,128077.445
2019-02-28,131337.0,128319.414
2019-03-31,131883.0,128523.65
2019-04-30,132775.0,128674.69
2019-05-31,133171.0,128775.16
2019-06-30,133858.0,128831.92
2019-07-31,134412.0,128878.15
2019-08-31,134725.0,128930.734
2019-09-30,133997.0,128986.52
2019-10-31,133937.0,129005.18
2019-11-30,134625.0,128998.03
2019-12-31,136533.0,128997.79
2020-01-31,137935.0,129065.24
2020-02-29,137742.0,129202.71
