,Real,Predicted
2017-06-30,267225.0,271139.9
2017-07-31,267601.0,271705.47
2017-08-31,267833.0,272311.66
2017-09-30,268643.0,272965.0
2017-10-31,269411.0,273681.78
2017-11-30,270957.0,274415.88
2017-12-31,272068.0,275202.38
2018-01-31,273568.0,275988.88
2018-02-28,274989.0,276763.0
2018-03-31,276667.0,277530.5
2018-04-30,278610.0,278299.2
2018-05-31,280872.0,279121.8
2018-06-30,283077.0,280069.84
2018-07-31,285134.0,281165.1
2018-08-31,287015.0,282426.06
2018-09-30,288260.0,283871.44
2018-10-31,289521.0,285434.06
2018-11-30,290864.0,287104.4
2018-12-31,293037.0,288789.56
2019-01-31,294752.0,290531.0
2019-02-28,296115.0,292285.34
2019-03-31,296874.0,294053.1
2019-04-30,298298.0,295792.4
2019-05-31,299836.0,297468.0
2019-06-30,301561.0,299046.5
2019-07-31,302792.0,300538.4
2019-08-31,304133.0,301959.44
2019-09-30,305553.0,303328.28
2019-10-31,306685.0,304708.03
2019-11-30,307172.0,306092.03
2019-12-31,306885.0,307457.7
2020-01-31,306488.0,308700.44
2020-02-29,306173.0,309839.06
