,Real,Predicted
2017-03-31,113097.0,114340.37
2017-04-30,113086.0,114391.1
2017-05-31,113029.0,114459.74
2017-06-30,113342.99999999999,114468.164
2017-07-31,113671.0,114476.63
2017-08-31,114287.00000000001,114561.53
2017-09-30,114555.0,114863.51
2017-10-31,114455.0,115216.41
2017-11-30,114582.0,115587.73
2017-12-31,114603.0,115707.7
2018-01-31,115145.99999999999,115692.99
2018-02-28,115716.99999999999,115812.6
2018-03-31,116734.0,116019.53
2018-04-30,117769.0,116537.016
2018-05-31,118905.00000000001,117187.39
2018-06-30,119921.00000000001,118074.29
2018-07-31,121039.00000000001,118984.14
2018-08-31,122365.00000000001,119920.51
2018-09-30,123379.0,120840.92
2018-10-31,124198.0,121835.78
2018-11-30,124564.0,122832.195
2018-12-31,125135.00000000001,123580.14
2019-01-31,125361.00000000001,124131.42
2019-02-28,125796.99999999999,124480.445
2019-03-31,126359.0,124859.8
2019-04-30,127505.0,125134.57
2019-05-31,128564.0,125597.49
2019-06-30,129460.0,126264.11
2019-07-31,129972.0,127178.11
2019-08-31,130346.00000000001,127970.94
2019-09-30,131103.0,128571.96
2019-10-31,132167.0,128983.85
2019-11-30,133406.0,129452.73
2019-12-31,134408.0,130199.64
2020-01-31,135386.0,131115.94
2020-02-29,136127.0,132051.28
