,Real,Predicted
2017-03-31,326630.0,314161.75
2017-04-30,329455.0,315676.47
2017-05-31,332141.0,317604.8
2017-06-30,334744.0,319404.3
2017-07-31,336838.0,321115.06
2017-08-31,338863.0,322466.78
2017-09-30,339893.0,323752.72
2017-10-31,341741.0,324398.66
2017-11-30,343384.0,325543.62
2017-12-31,345558.0,326546.38
2018-01-31,347058.0,327851.06
2018-02-28,348727.0,328736.44
2018-03-31,350117.0,329707.3
2018-04-30,350612.0,330504.38
2018-05-31,350367.0,330785.66
2018-06-30,350297.0,330646.6
2018-07-31,350428.0,330606.84
2018-08-31,350389.0,330681.28
2018-09-30,351688.0,330659.12
2018-10-31,351732.0,331392.62
2018-11-30,353045.0,331417.3
2018-12-31,353010.0,332149.12
2019-01-31,354600.0,332129.72
2019-02-28,355036.0,333003.75
2019-03-31,355396.0,333241.0
2019-04-30,355554.0,333436.16
2019-05-31,356009.0,333521.62
2019-06-30,356274.0,333766.88
2019-07-31,356882.0,333909.2
2019-08-31,357402.0,334234.3
2019-09-30,357570.0,334510.8
2019-10-31,358228.0,334599.84
2019-11-30,358043.0,334947.06
2019-12-31,358377.0,334849.66
2020-01-31,357818.0,335025.34
2020-02-29,358051.0,334730.97
