,Real,Predicted
2017-04-30,229748.99999999997,228045.97
2017-05-31,229852.99999999997,227956.53
2017-06-30,229668.0,227853.2
2017-07-31,229645.0,227819.19
2017-08-31,229400.0,227787.6
2017-09-30,229056.0,227767.5
2017-10-31,229204.0,227730.23
2017-11-30,229723.0,227717.5
2017-12-31,230631.0,227677.4
2018-01-31,231490.0,227654.48
2018-02-28,232507.00000000003,227633.05
2018-03-31,233567.0,227668.27
2018-04-30,234632.0,227813.0
2018-05-31,235515.0,228028.73
2018-06-30,236692.00000000003,228281.11
2018-07-31,237843.0,228527.3
2018-08-31,238991.99999999997,228778.39
2018-09-30,239437.0,229018.42
2018-10-31,239757.0,229240.14
2018-11-30,240380.99999999997,229443.27
2018-12-31,241356.0,229650.4
2019-01-31,241717.99999999997,229828.44
2019-02-28,242044.99999999997,229965.11
2019-03-31,242634.0,230045.12
2019-04-30,243625.99999999997,230129.64
2019-05-31,244209.0,230238.62
2019-06-30,244255.00000000003,230345.77
2019-07-31,244479.99999999997,230410.77
2019-08-31,244987.00000000003,230484.72
2019-09-30,245967.0,230578.95
2019-10-31,246903.00000000003,230676.0
2019-11-30,247455.0,230732.31
2019-12-31,247581.00000000003,230767.67
2020-01-31,248035.00000000003,230828.42
2020-02-29,248427.00000000003,230916.83
