,Real,Predicted
2017-03-31,224270.0,204041.78
2017-04-30,225248.0,204389.06
2017-05-31,226238.0,204689.02
2017-06-30,227357.0,204992.67
2017-07-31,228593.0,205335.73
2017-08-31,229463.0,205714.25
2017-09-30,230130.0,205980.27
2017-10-31,230505.0,206183.94
2017-11-30,231111.0,206298.31
2017-12-31,231675.0,206482.92
2018-01-31,232971.0,206654.47
2018-02-28,234263.0,207047.58
2018-03-31,235515.0,207437.77
2018-04-30,235990.0,207813.98
2018-05-31,236487.0,207956.17
2018-06-30,237118.0,208104.62
2018-07-31,238158.0,208292.6
2018-08-31,239062.0,208601.08
2018-09-30,239568.0,208867.81
2018-10-31,239504.0,209016.53
2018-11-30,239535.0,208997.73
2018-12-31,239538.0,209006.84
2019-01-31,239708.0,209007.72
2019-02-28,239592.0,209057.58
2019-03-31,239876.0,209023.58
2019-04-30,240813.0,209106.83
2019-05-31,241663.0,209380.48
2019-06-30,242356.0,209627.36
2019-07-31,242470.0,209827.58
2019-08-31,242728.0,209860.44
2019-09-30,243203.0,209934.69
2019-10-31,244080.0,210071.03
2019-11-30,244699.0,210321.56
2019-12-31,245233.0,210497.42
2020-01-31,245169.0,210648.47
2020-02-29,245160.0,210630.4
