,Real,Predicted Rent
2017-09,1695.0,1644.452
2017-10,1695.0,1648.6077
2017-11,1649.9999999999998,1652.9003
2017-12,1625.0,1657.4534
2018-01,1600.0,1661.9741
2018-02,1600.0,1666.1617
2018-03,1645.0,1669.4463
2018-04,1649.9999999999998,1671.8337
2018-05,1649.9999999999998,1673.8864
2018-06,1649.9999999999998,1676.1036
2018-07,1695.0,1678.7336
2018-08,1695.0,1681.5076
2018-09,1649.9999999999998,1684.196
2018-10,1649.9999999999998,1686.6722
2018-11,1649.9999999999998,1688.8529
2018-12,1695.0,1690.6968
2019-01,1689.0,1692.1865
2019-02,1695.0,1693.9132
2019-03,1695.0,1696.156
2019-04,1679.9999999999998,1698.9236
2019-05,1700.0,1701.5148
2019-06,1730.0,1703.8579
2019-07,1745.0,1705.8767
2019-08,1749.9999999999998,1707.7421
2019-09,1695.0,1709.4364
2019-10,1695.0,1711.043
2019-11,1695.0,1712.8629
2019-12,1649.9999999999998,1714.7546
