,Real,Predicted
2017-03-31,153037.0,
2017-04-30,153598.0,
2017-05-31,153043.0,
2017-06-30,152212.0,
2017-07-31,151525.0,
2017-08-31,151719.0,
2017-09-30,152438.0,
2017-10-31,153282.0,
2017-11-30,153919.0,
2017-12-31,154359.0,
2018-01-31,155209.0,
2018-02-28,156368.0,
2018-03-31,157862.0,
2018-04-30,159019.0,
2018-05-31,160054.0,
2018-06-30,161251.0,
2018-07-31,162499.0,
2018-08-31,163636.0,
2018-09-30,164484.0,
2018-10-31,164866.0,
2018-11-30,165484.0,
2018-12-31,166166.0,
2019-01-31,167239.0,
2019-02-28,167608.0,
2019-03-31,167747.0,
2019-04-30,167652.0,
2019-05-31,168322.0,
2019-06-30,169060.0,
2019-07-31,169950.0,
2019-08-31,170553.0,
2019-09-30,171098.0,
2019-10-31,171785.0,
2019-11-30,172389.0,
2019-12-31,173059.0,
2020-01-31,173324.0,
2020-02-29,173991.0,
