,Real,Predicted
2017-04-30,229368.0,224257.72
2017-05-31,229678.99999999997,224822.88
2017-06-30,229635.0,225543.19
2017-07-31,230043.00000000003,226326.52
2017-08-31,230839.0,227079.6
2017-09-30,231834.0,227606.66
2017-10-31,232902.0,227880.83
2017-11-30,234027.0,228038.89
2017-12-31,235156.0,228234.12
2018-01-31,235332.0,228565.44
2018-02-28,235043.0,228967.55
2018-03-31,234814.0,229371.55
2018-04-30,235848.0,229731.33
2018-05-31,237005.0,230021.44
2018-06-30,238265.0,230205.17
2018-07-31,239163.0,230257.8
2018-08-31,240094.0,230333.14
2018-09-30,240852.0,230544.84
2018-10-31,241032.0,230923.25
2018-11-30,241528.0,231284.03
2018-12-31,241671.0,231601.84
2019-01-31,243133.0,231844.36
2019-02-28,244135.0,232055.05
2019-03-31,245683.0,232215.02
2019-04-30,245905.0,232345.92
2019-05-31,246544.00000000003,232528.42
2019-06-30,246865.0,232744.89
2019-07-31,247512.0,233056.2
2019-08-31,248051.0,233300.08
2019-09-30,248583.0,233513.94
2019-10-31,249442.0,233613.33
2019-11-30,250020.0,233742.73
2019-12-31,250746.99999999997,233857.69
2020-01-31,250791.0,233998.11
2020-02-29,251210.0,234128.56
