,Real,Predicted Rent
2017-04,1373.0,1405.2417
2017-05,1400.0,1406.4784
2017-06,1450.0,1408.1196
2017-07,1450.0,1410.3654
2017-08,1430.0,1413.0757
2017-09,1399.0,1414.9095
2017-10,1375.0,1415.8782
2017-11,1375.0,1416.2595
2017-12,1399.0,1417.0533
2018-01,1400.0,1418.6967
2018-02,1400.0,1420.6913
2018-03,1415.0,1422.5972
2018-04,1460.0000000000002,1424.1481
2018-05,1489.0,1425.4476
2018-06,1497.0,1426.5691
2018-07,1474.9999999999998,1427.4878
2018-08,1479.0,1428.429
2018-09,1474.9999999999998,1430.3132
2018-10,1479.0,1433.225
2018-11,1495.0,1436.2177
2018-12,1500.0,1438.8541
2019-01,1490.5,1440.1061
2019-02,1500.0,1441.4312
2019-03,1575.0,1442.0851
2019-04,1579.0000000000002,1443.8661
2019-05,1598.9999999999998,1445.9572
2019-06,1629.0,1448.3208
2019-07,1644.0,1449.3998
2019-08,1635.0,1450.1696
2019-09,1624.9999999999998,1450.6223
2019-10,1610.0000000000002,1451.3226
2019-11,1600.0000000000002,1452.1875
2019-12,1600.0000000000002,1453.1937
