,Real,Predicted
2017-03-31,126955.0,126896.72
2017-04-30,127364.0,127024.35
2017-05-31,127581.0,127300.22
2017-06-30,128364.0,127448.0
2017-07-31,128586.0,127989.555
2017-08-31,128783.0,128145.47
2017-09-30,128688.0,128284.7
2017-10-31,128799.0,128217.45
2017-11-30,128896.0,128296.05
2017-12-31,127973.0,128364.945
2018-01-31,127274.0,127717.5
2018-02-28,126860.0,127239.21
2018-03-31,127154.0,126960.77
2018-04-30,127252.0,127158.14
2018-05-31,127102.0,127224.32
2018-06-30,126523.0,127123.1
2018-07-31,126021.0,126736.77
2018-08-31,125603.0,126407.46
2018-09-30,125738.0,126137.21
2018-10-31,126621.0,126224.1
2018-11-30,127948.0,126801.67
2018-12-31,129380.0,127700.22
2019-01-31,130612.0,128711.74
2019-02-28,131000.0,129617.36
2019-03-31,131566.0,129909.414
2019-04-30,132194.0,130341.375
2019-05-31,133513.0,130828.91
2019-06-30,134890.0,131881.31
2019-07-31,136406.0,133021.36
2019-08-31,137740.0,134325.48
2019-09-30,138733.0,135515.52
2019-10-31,139029.0,136427.1
2019-11-30,139074.0,136703.05
2019-12-31,139487.0,136745.17
2020-01-31,139996.0,137133.86
2020-02-29,141049.0,137618.05
