,Real,Predicted
2017-03-31,153691.0,153256.33
2017-04-30,152546.0,153846.03
2017-05-31,151354.0,153893.4
2017-06-30,151416.0,152779.53
2017-07-31,152145.0,151623.38
2017-08-31,152700.0,150958.62
2017-09-30,153312.0,151314.58
2017-10-31,153467.0,152054.66
2017-11-30,153755.0,152650.48
2017-12-31,154714.0,153144.27
2018-01-31,155516.0,153465.9
2018-02-28,156263.0,154095.31
2018-03-31,157013.0,155119.1
2018-04-30,157959.0,156026.78
2018-05-31,158696.0,156930.58
2018-06-30,158433.0,157889.28
2018-07-31,158437.0,158786.89
2018-08-31,158201.0,159206.64
2018-09-30,158811.0,158993.02
2018-10-31,158997.0,158987.1
2018-11-30,159837.0,159071.97
2018-12-31,160127.0,159679.08
2019-01-31,160524.0,160162.17
2019-02-28,160885.0,160919.4
2019-03-31,161848.0,161323.34
2019-04-30,163242.0,161870.75
2019-05-31,164925.0,162680.5
2019-06-30,167262.0,164135.83
2019-07-31,168750.0,166121.05
2019-08-31,170607.0,168485.28
2019-09-30,171779.0,171083.03
2019-10-31,173569.0,173113.88
2019-11-30,174798.0,175250.25
2019-12-31,176226.0,177042.27
2020-01-31,177693.0,179120.12
2020-02-29,179245.0,180853.56
