,Real,Predicted Rent
2017-07,1695.0,1629.916
2017-08,1700.0,1634.8777
2017-09,1695.0,1638.3551
2017-10,1695.0,1640.247
2017-11,1649.9999999999998,1641.4924
2017-12,1625.0,1643.0919
2018-01,1600.0,1645.6462
2018-02,1600.0,1648.6882
2018-03,1645.0,1651.7047
2018-04,1649.9999999999998,1654.3276
2018-05,1649.9999999999998,1656.3809
2018-06,1649.9999999999998,1657.6904
2018-07,1695.0,1658.2186
2018-08,1695.0,1659.062
2018-09,1649.9999999999998,1660.9415
2018-10,1649.9999999999998,1663.9672
2018-11,1649.9999999999998,1666.8396
2018-12,1695.0,1669.3607
2019-01,1689.0,1671.3005
2019-02,1695.0,1672.9858
2019-03,1695.0,1674.3394
2019-04,1679.9999999999998,1675.5774
2019-05,1700.0,1677.2665
2019-06,1730.0,1679.2357
2019-07,1745.0,1681.8375
2019-08,1749.9999999999998,1683.8833
2019-09,1695.0,1685.6517
2019-10,1695.0,1686.578
2019-11,1695.0,1687.7408
2019-12,1649.9999999999998,1688.8187
