,Real,Predicted
2017-04-30,110495.99999999999,109977.805
2017-05-31,110903.00000000001,111728.734
2017-06-30,111607.0,113427.24
2017-07-31,113084.0,115023.21
2017-08-31,114471.99999999999,116347.04
2017-09-30,115600.0,117385.664
2017-10-31,116611.0,118293.88
2017-11-30,117961.0,119375.086
2017-12-31,119210.0,120671.82
2018-01-31,120340.0,122075.516
2018-02-28,121147.00000000001,123317.58
2018-03-31,121733.99999999999,124418.26
2018-04-30,122504.0,125444.12
2018-05-31,123557.00000000001,126414.66
2018-06-30,124744.99999999999,127227.9
2018-07-31,125868.0,127913.07
2018-08-31,126640.99999999999,128507.914
2018-09-30,127599.99999999999,129099.0
2018-10-31,127851.00000000001,129747.836
2018-11-30,128611.00000000001,130402.336
2018-12-31,129429.00000000001,130992.59
2019-01-31,130341.0,131481.72
2019-02-28,131085.0,131879.08
2019-03-31,131893.0,132249.7
2019-04-30,132556.0,132561.16
2019-05-31,132850.0,132950.02
2019-06-30,133012.0,133323.17
2019-07-31,133240.0,133661.3
2019-08-31,133731.0,133937.39
2019-09-30,134084.0,134168.98
2019-10-31,135083.0,134333.4
2019-11-30,135601.0,134450.22
2019-12-31,136203.0,134576.89
2020-01-31,136772.0,134744.17
2020-02-29,137691.0,134952.42
