,Real,Predicted
2017-04-30,106440.0,103969.57
2017-05-31,107245.99999999999,104585.37
2017-06-30,107789.0,105053.164
2017-07-31,107627.0,105461.68
2017-08-31,107498.0,105830.93
2017-09-30,106436.0,106288.92
2017-10-31,106131.0,106651.625
2017-11-30,105924.0,106858.55
2017-12-31,106839.00000000001,106833.0
2018-01-31,107570.0,106608.44
2018-02-28,108003.0,106372.81
2018-03-31,107619.0,106147.97
2018-04-30,107192.99999999999,106237.305
2018-05-31,107196.0,106472.74
2018-06-30,108030.0,106836.19
2018-07-31,109281.00000000001,107019.945
2018-08-31,110841.99999999999,107057.39
2018-09-30,112031.0,107042.28
2018-10-31,112946.00000000001,107241.836
2018-11-30,113352.0,107734.375
2018-12-31,114497.0,108446.68
2019-01-31,116048.0,109189.41
2019-02-28,118153.00000000001,109867.04
2019-03-31,119773.0,110413.18
2019-04-30,121104.00000000001,110912.555
2019-05-31,122335.00000000001,111437.63
2019-06-30,122951.99999999999,112113.44
2019-07-31,123526.00000000001,112807.93
2019-08-31,123791.99999999999,113444.414
2019-09-30,124861.0,113912.44
2019-10-31,125668.99999999999,114272.695
2019-11-30,126817.0,114550.16
2019-12-31,126739.00000000001,114745.23
2020-01-31,126353.0,114933.52
2020-02-29,125649.00000000001,115120.51
