,Real,Predicted
2017-03-31,166598.0,166279.19
2017-04-30,167255.0,167518.17
2017-05-31,169088.0,168000.34
2017-06-30,170769.0,168600.14
2017-07-31,171894.0,169491.23
2017-08-31,172524.0,170892.08
2017-09-30,172628.0,172028.81
2017-10-31,173621.0,172731.42
2017-11-30,175099.0,173119.3
2017-12-31,177010.0,173469.16
2018-01-31,178893.0,174366.62
2018-02-28,180936.0,175558.8
2018-03-31,183082.0,176916.97
2018-04-30,184754.0,178255.2
2018-05-31,186231.0,179617.52
2018-06-30,187894.0,180886.89
2018-07-31,190014.0,181897.62
2018-08-31,192275.0,182850.27
2018-09-30,194771.0,183926.14
2018-10-31,195563.0,185168.89
2018-11-30,196620.0,186401.17
2018-12-31,197067.0,187444.66
2019-01-31,198897.0,187882.97
2019-02-28,200305.0,188361.86
2019-03-31,201504.0,188794.94
2019-04-30,202391.0,189625.8
2019-05-31,202898.0,190263.53
2019-06-30,203315.0,190774.19
2019-07-31,203637.0,191129.67
2019-08-31,203876.0,191347.86
2019-09-30,204191.0,191523.08
2019-10-31,205284.0,191659.33
2019-11-30,205875.0,191794.17
2019-12-31,206481.0,192030.25
2020-01-31,205965.0,192447.05
2020-02-29,205906.0,192684.84
