,Real,Predicted
2017-03-31,268801.0,251522.83
2017-04-30,268947.0,251339.52
2017-05-31,270406.0,251394.64
2017-06-30,272737.0,251942.45
2017-07-31,274970.0,252804.92
2017-08-31,276968.0,253614.94
2017-09-30,278408.0,254325.16
2017-10-31,277671.0,254828.02
2017-11-30,276510.0,254571.61
2017-12-31,274999.0,254163.61
2018-01-31,276041.0,253625.33
2018-02-28,277414.0,253997.4
2018-03-31,279132.0,254481.73
2018-04-30,280203.0,255077.9
2018-05-31,280970.0,255443.86
2018-06-30,282002.0,255703.22
2018-07-31,283388.0,256048.48
2018-08-31,284153.0,256505.47
2018-09-30,284639.0,256754.38
2018-10-31,284696.0,256911.25
2018-11-30,284585.0,256929.6
2018-12-31,284592.0,256893.88
2019-01-31,284770.0,256896.11
2019-02-28,285839.0,256953.38
2019-03-31,286584.0,257294.45
2019-04-30,287228.0,257529.38
2019-05-31,288029.0,257730.6
2019-06-30,288023.0,257978.45
2019-07-31,287779.0,257976.61
2019-08-31,287894.0,257901.39
2019-09-30,288324.0,257936.88
2019-10-31,289853.0,258069.06
2019-11-30,291474.0,258532.92
2019-12-31,293036.0,259014.03
2020-01-31,293396.0,259467.3
2020-02-29,293304.0,259570.34
