,Real,Predicted
2017-04-30,329455.0,312794.88
2017-05-31,332141.0,313892.3
2017-06-30,334744.0,315170.2
2017-07-31,336838.0,316457.53
2017-08-31,338863.0,317847.7
2017-09-30,339893.0,319376.3
2017-10-31,341741.0,320899.78
2017-11-30,343384.0,322253.97
2017-12-31,345558.0,323433.7
2018-01-31,347058.0,324431.62
2018-02-28,348727.0,325331.03
2018-03-31,350117.0,326138.22
2018-04-30,350612.0,327055.84
2018-05-31,350367.0,327915.66
2018-06-30,350297.0,328724.16
2018-07-31,350428.0,329333.2
2018-08-31,350389.0,329816.38
2018-09-30,351688.0,330086.44
2018-10-31,351732.0,330151.56
2018-11-30,353045.0,330148.6
2018-12-31,353010.0,330234.22
2019-01-31,354600.0,330399.4
2019-02-28,355036.0,330641.12
2019-03-31,355396.0,331011.84
2019-04-30,355554.0,331270.75
2019-05-31,356009.0,331638.3
2019-06-30,356274.0,331883.38
2019-07-31,356882.0,332235.4
2019-08-31,357402.0,332392.88
2019-09-30,357570.0,332536.28
2019-10-31,358228.0,332677.9
2019-11-30,358043.0,332861.16
2019-12-31,358377.0,333034.0
2020-01-31,357818.0,333228.6
2020-02-29,358051.0,333371.22
