,Real,Predicted
2017-03-31,74201.0,63157.383
2017-04-30,74728.0,63242.324
2017-05-31,75048.0,63307.22
2017-06-30,75538.0,63346.664
2017-07-31,76046.0,63407.113
2017-08-31,76924.0,63469.816
2017-09-30,77797.0,63578.22
2017-10-31,78617.0,63685.957
2017-11-30,79161.0,63787.016
2017-12-31,79829.0,63853.945
2018-01-31,80269.0,63935.97
2018-02-28,80409.0,63989.883
2018-03-31,80456.0,64007.016
2018-04-30,81041.0,64012.76
2018-05-31,81948.99999999999,64084.21
2018-06-30,82545.0,64194.656
2018-07-31,83022.0,64266.82
2018-08-31,83497.0,64324.363
2018-09-30,84360.0,64381.46
2018-10-31,84602.0,64484.652
2018-11-30,85160.0,64513.453
2018-12-31,85282.0,64579.625
2019-01-31,86360.0,64594.047
2019-02-28,87147.0,64720.74
2019-03-31,88381.0,64812.34
2019-04-30,88914.0,64954.35
2019-05-31,89485.0,65015.055
2019-06-30,90030.00000000001,65079.633
2019-07-31,90716.99999999999,65140.832
2019-08-31,91135.0,65217.344
2019-09-30,91256.0,65263.543
2019-10-31,91958.0,65276.867
2019-11-30,92577.0,65353.72
2019-12-31,93383.0,65420.836
2020-01-31,93500.0,65507.3
2020-02-29,93963.0,65519.766
