,Real,Predicted
2017-03-31,239210.00000000003,221232.8
2017-04-30,240650.0,222078.44
2017-05-31,241713.00000000003,222704.44
2017-06-30,242531.99999999997,223162.36
2017-07-31,243254.99999999997,223512.61
2017-08-31,243386.0,223819.9
2017-09-30,243960.99999999997,223875.4
2017-10-31,244566.0,224118.25
2017-11-30,245345.00000000003,224372.5
2017-12-31,245944.0,224697.95
2018-01-31,246731.00000000003,224946.67
2018-02-28,247412.0,225271.44
2018-03-31,248063.0,225550.61
2018-04-30,248792.00000000003,225815.77
2018-05-31,249533.99999999997,226110.78
2018-06-30,250447.00000000003,226408.92
2018-07-31,251319.00000000003,226772.77
2018-08-31,252031.0,227117.17
2018-09-30,252299.00000000003,227396.08
2018-10-31,252501.00000000003,227500.53
2018-11-30,252631.0,227579.06
2018-12-31,252953.0,227629.52
2019-01-31,253208.0,227754.16
2019-02-28,253640.0,227852.6
2019-03-31,254513.0,228018.7
2019-04-30,255685.0,228352.05
2019-05-31,257001.0,228794.55
2019-06-30,258066.0,229284.5
2019-07-31,259074.0,229675.62
2019-08-31,260367.0,230041.38
2019-09-30,261690.99999999997,230504.16
2019-10-31,262948.0,230970.66
2019-11-30,264124.0,231406.56
2019-12-31,265139.0,231808.3
2020-01-31,266023.0,232150.25
2020-02-29,266611.0,232444.5
