,Real,Predicted
2017-04-30,154429.0,149692.9
2017-05-31,155364.0,150041.23
2017-06-30,155990.0,150445.84
2017-07-31,156524.0,150791.25
2017-08-31,156855.0,151063.7
2017-09-30,157085.0,151355.1
2017-10-31,157437.0,151661.94
2017-11-30,157841.0,151958.53
2017-12-31,158408.0,152173.48
2018-01-31,158927.0,152349.23
2018-02-28,159648.00000000003,152496.89
2018-03-31,160235.0,152655.17
2018-04-30,160882.0,152848.48
2018-05-31,161813.0,153066.84
2018-06-30,162823.0,153312.55
2018-07-31,163679.0,153568.58
2018-08-31,164434.0,153848.19
2018-09-30,165336.0,154126.33
2018-10-31,166423.0,154430.52
2018-11-30,167327.0,154760.33
2018-12-31,168170.0,155076.28
2019-01-31,168976.0,155365.89
2019-02-28,170247.0,155650.16
2019-03-31,171291.0,155949.66
2019-04-30,171802.0,156246.67
2019-05-31,171767.0,156512.86
2019-06-30,171866.0,156763.47
2019-07-31,172367.0,157003.48
2019-08-31,172991.0,157233.08
2019-09-30,173649.0,157384.89
2019-10-31,174131.0,157464.66
2019-11-30,174780.0,157520.45
2019-12-31,175298.0,157620.3
2020-01-31,175883.0,157762.3
2020-02-29,176138.0,157910.58
