,Real,Predicted
2017-06-30,172300.0,174357.08
2017-07-31,173234.0,175461.81
2017-08-31,173998.0,176441.81
2017-09-30,174372.0,177272.98
2017-10-31,175442.0,177992.42
2017-11-30,176984.0,178614.33
2017-12-31,179041.0,179159.72
2018-01-31,181218.0,179629.22
2018-02-28,183427.0,180054.83
2018-03-31,185764.0,180512.48
2018-04-30,187818.0,180987.47
2018-05-31,189741.0,181478.89
2018-06-30,191990.0,181941.9
2018-07-31,194352.0,182401.3
2018-08-31,196678.0,182880.31
2018-09-30,199330.0,183385.44
2018-10-31,200535.0,183931.19
2018-11-30,202466.0,184479.25
2018-12-31,203671.0,185013.89
2019-01-31,206029.0,185512.8
2019-02-28,207499.0,185979.31
2019-03-31,208774.0,186409.92
2019-04-30,209785.0,186803.03
2019-05-31,210491.0,187167.7
2019-06-30,210981.0,187507.11
2019-07-31,211697.0,187812.06
2019-08-31,212260.0,188081.2
2019-09-30,212838.0,188315.1
2019-10-31,214098.0,188506.84
2019-11-30,214480.0,188693.34
2019-12-31,214960.0,188853.72
2020-01-31,214439.0,189004.64
2020-02-29,214783.0,189116.02
