,Real,Predicted
2017-03-31,96088.0,80060.73
2017-04-30,97061.0,80228.945
2017-05-31,97707.0,80330.23
2017-06-30,98563.0,80397.71
2017-07-31,99427.0,80487.4
2017-08-31,100853.0,80578.2
2017-09-30,102400.0,80728.555
2017-10-31,104271.0,80892.18
2017-11-30,105809.0,81090.46
2017-12-31,107214.0,81253.52
2018-01-31,108034.0,81402.37
2018-02-28,108245.0,81489.12
2018-03-31,108172.0,81511.42
2018-04-30,108939.0,81503.7
2018-05-31,109710.0,81584.72
2018-06-30,110854.0,81666.01
2018-07-31,111690.0,81786.34
2018-08-31,112816.0,81874.016
2018-09-30,113516.99999999999,81991.7
2018-10-31,114047.0,82064.72
2018-11-30,114768.00000000001,82119.77
2018-12-31,115609.99999999999,82194.47
2019-01-31,117061.0,82281.38
2019-02-28,118575.0,82430.29
2019-03-31,119949.00000000001,82584.38
2019-04-30,120563.99999999999,82723.016
2019-05-31,121179.0,82784.664
2019-06-30,121454.00000000001,82846.06
2019-07-31,122133.0,82873.44
2019-08-31,122353.0,82940.79
2019-09-30,122724.0,82962.54
2019-10-31,123072.0,82999.15
2019-11-30,123428.0,83033.39
2019-12-31,123697.99999999999,83068.33
2020-01-31,123596.0,83094.766
2020-02-29,123556.00000000001,83084.78
