,Real,Predicted
2017-03-31,128523.0,124734.4
2017-04-30,130836.0,125947.47
2017-05-31,130997.0,127707.78
2017-06-30,131458.0,129120.32
2017-07-31,132020.0,129960.92
2017-08-31,133613.0,130147.59
2017-09-30,132903.0,130529.65
2017-10-31,130901.0,130983.92
2017-11-30,128794.0,131251.3
2017-12-31,128053.99999999999,130455.76
2018-01-31,127328.0,129297.38
2018-02-28,125933.0,128400.78
2018-03-31,125965.0,127924.695
2018-04-30,127179.0,127442.92
2018-05-31,129078.0,127109.27
2018-06-30,130049.0,127471.54
2018-07-31,130522.0,128275.06
2018-08-31,131293.0,129115.1
2018-09-30,133945.0,129588.97
2018-10-31,135927.0,130092.32
2018-11-30,136296.0,131009.03
2018-12-31,133902.0,132309.34
2019-01-31,131691.0,132895.23
2019-02-28,131337.0,132425.6
2019-03-31,131883.0,131143.62
2019-04-30,132775.0,130350.75
2019-05-31,133171.0,130401.7
2019-06-30,133858.0,130791.88
2019-07-31,134412.0,131223.0
2019-08-31,134725.0,131529.88
2019-09-30,133997.0,131892.28
2019-10-31,133937.0,132092.84
2019-11-30,134625.0,132056.95
2019-12-31,136533.0,131842.2
2020-01-31,137935.0,132077.56
2020-02-29,137742.0,132750.2
