,Real,Predicted
2017-04-30,225248.0,221342.27
2017-05-31,226238.0,221834.08
2017-06-30,227357.0,222339.62
2017-07-31,228593.0,222844.11
2017-08-31,229463.0,223363.53
2017-09-30,230130.0,223829.97
2017-10-31,230505.0,224259.42
2017-11-30,231111.0,224675.06
2017-12-31,231675.0,225071.03
2018-01-31,232971.0,225413.72
2018-02-28,234263.0,225670.36
2018-03-31,235515.0,225890.42
2018-04-30,235990.0,226109.38
2018-05-31,236487.0,226384.47
2018-06-30,237118.0,226696.52
2018-07-31,238158.0,227064.61
2018-08-31,239062.0,227381.58
2018-09-30,239568.0,227631.6
2018-10-31,239504.0,227800.25
2018-11-30,239535.0,227984.48
2018-12-31,239538.0,228186.69
2019-01-31,239708.0,228388.06
2019-02-28,239592.0,228520.62
2019-03-31,239876.0,228572.7
2019-04-30,240813.0,228572.62
2019-05-31,241663.0,228589.94
2019-06-30,242356.0,228620.9
2019-07-31,242470.0,228679.4
2019-08-31,242728.0,228755.1
2019-09-30,243203.0,228902.16
2019-10-31,244080.0,229090.06
2019-11-30,244699.0,229240.33
2019-12-31,245233.0,229348.72
2020-01-31,245169.0,229422.23
2020-02-29,245160.0,229527.62
